[2017-01-26 11:58:27,898] [INFO] {'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//12312', 'description': '2017-01-26 11:58:27\nID 12312', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/12312/'}]}, 'agentid': 1, 'toparty': 9}
[2017-01-28 11:56:46,273] [INFO] {'msgtype': 'news', 'agentid': 1, 'toparty': 4, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545737', 'title': '您有新的报警', 'description': '2017-01-28 11:56:45\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.110 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.110 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545737', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545737/'}]}}
[2017-01-28 11:56:47,162] [INFO] {'toparty': 2, 'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545738/', 'description': '2017-01-28 11:56:46\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.103 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.103 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545738', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545738'}]}}
[2017-01-28 11:56:48,023] [INFO] {'msgtype': 'news', 'toparty': 4, 'agentid': 1, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545738', 'description': '2017-01-28 11:56:47\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.103 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.103 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545738', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545738/'}]}}
[2017-01-28 11:57:18,935] [INFO] {'msgtype': 'news', 'agentid': 1, 'toparty': 2, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545739/', 'description': '2017-01-28 11:57:18\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545739', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545739'}]}}
[2017-01-28 11:57:19,889] [INFO] {'toparty': 2, 'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545740', 'description': '2017-01-28 11:57:19\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.104 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.104 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545740', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545740/'}]}, 'agentid': 1}
[2017-01-28 11:57:20,782] [INFO] {'toparty': 4, 'agentid': 1, 'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545740/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545740', 'description': '2017-01-28 11:57:20\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.104 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.104 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545740'}]}}
[2017-01-28 11:57:21,834] [INFO] {'agentid': 1, 'toparty': 2, 'msgtype': 'news', 'news': {'articles': [{'description': '2017-01-28 11:57:21\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.105 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.105 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545741', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545741/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545741'}]}}
[2017-01-28 11:57:22,707] [INFO] {'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 11:57:22\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.105 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.105 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545741', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545741', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545741/'}]}, 'msgtype': 'news', 'toparty': 4, 'agentid': 1}
[2017-01-28 11:57:53,580] [INFO] {'toparty': 2, 'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545742/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545742', 'title': '您有新的报警', 'description': '2017-01-28 11:57:53\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.106 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.106 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545742'}]}}
[2017-01-28 11:57:54,494] [INFO] {'agentid': 1, 'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545742/', 'description': '2017-01-28 11:57:54\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.106 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.106 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545742', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545742'}]}, 'toparty': 4}
[2017-01-28 11:58:25,393] [INFO] {'news': {'articles': [{'description': '2017-01-28 11:58:25\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545743', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/', 'title': '您有新的报警'}]}, 'msgtype': 'news', 'toparty': 2, 'agentid': 1}
[2017-01-28 11:58:26,266] [INFO] {'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545744', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545744/', 'title': '您有新的报警', 'description': '2017-01-28 11:58:25\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.107 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.107 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545744'}]}, 'agentid': 1, 'msgtype': 'news', 'toparty': 2}
[2017-01-28 11:58:27,122] [INFO] {'toparty': 4, 'agentid': 1, 'msgtype': 'news', 'news': {'articles': [{'description': '2017-01-28 11:58:26\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.107 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.107 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545744', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545744', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545744/', 'title': '您有新的报警'}]}}
[2017-01-28 11:58:57,988] [INFO] {'agentid': 1, 'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545745', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545745/', 'description': '2017-01-28 11:58:57\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.108 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.108 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545745'}]}, 'toparty': 2, 'msgtype': 'news'}
[2017-01-28 11:58:58,856] [INFO] {'msgtype': 'news', 'agentid': 1, 'toparty': 4, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545745', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545745/', 'description': '2017-01-28 11:58:58\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.108 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.108 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545745'}]}}
[2017-01-28 12:10:59,926] [INFO] {'agentid': 1, 'msgtype': 'news', 'toparty': 2, 'news': {'articles': [{'description': '2017-01-28 12:10:59\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.109 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.109 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545736', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545736', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545736/', 'title': '您有新的报警'}]}}
[2017-01-28 12:11:00,808] [INFO] {'agentid': 1, 'msgtype': 'news', 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545736', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545736/', 'description': '2017-01-28 12:11:00\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.109 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.109 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545736'}]}, 'toparty': 4}
[2017-01-28 12:11:31,800] [INFO] {'toparty': 2, 'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545737/', 'description': '2017-01-28 12:11:31\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.110 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.110 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545737', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545737'}]}, 'msgtype': 'news', 'agentid': 1}
[2017-01-28 12:11:32,761] [INFO] {'toparty': 4, 'msgtype': 'news', 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545737', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545737/', 'description': '2017-01-28 12:11:32\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.110 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.110 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545737'}]}, 'agentid': 1}
[2017-01-28 12:11:33,697] [INFO] {'toparty': 2, 'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'description': '2017-01-28 12:11:33\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.103 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.103 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545738', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545738/', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545738'}]}}
[2017-01-28 12:11:34,647] [INFO] {'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545738', 'title': '您有新的报警', 'description': '2017-01-28 12:11:34\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.103 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.103 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545738', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545738/'}]}, 'toparty': 4, 'msgtype': 'news', 'agentid': 1}
[2017-01-28 12:12:05,576] [INFO] {'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545739/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545739', 'description': '2017-01-28 12:12:05\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545739'}]}, 'msgtype': 'news', 'toparty': 2, 'agentid': 1}
[2017-01-28 12:12:06,498] [INFO] {'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545739/', 'title': '您有新的报警', 'description': '2017-01-28 12:12:06\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545739', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545739'}]}, 'msgtype': 'news', 'agentid': 1, 'toparty': 3}
[2017-01-28 12:12:07,435] [INFO] {'toparty': 3, 'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545739/', 'description': '2017-01-28 12:12:07\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545739', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545739'}]}}
[2017-01-28 12:12:08,394] [INFO] {'agentid': 1, 'news': {'articles': [{'description': '2017-01-28 12:12:07\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.104 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.104 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545740', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545740/', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545740'}]}, 'msgtype': 'news', 'toparty': 2}
[2017-01-28 12:12:09,342] [INFO] {'msgtype': 'news', 'agentid': 1, 'toparty': 4, 'news': {'articles': [{'description': '2017-01-28 12:12:08\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.104 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.104 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545740', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545740', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545740/'}]}}
[2017-01-28 12:12:40,278] [INFO] {'toparty': 2, 'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 12:12:39\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.105 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.105 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545741', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545741/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545741'}]}, 'agentid': 1}
[2017-01-28 12:12:41,458] [INFO] {'agentid': 1, 'toparty': 4, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545741/', 'title': '您有新的报警', 'description': '2017-01-28 12:12:41\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.105 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.105 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545741', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545741'}]}, 'msgtype': 'news'}
[2017-01-28 12:13:12,387] [INFO] {'toparty': 2, 'msgtype': 'news', 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545742/', 'description': '2017-01-28 12:13:11\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.106 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.106 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545742', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545742'}]}, 'agentid': 1}
[2017-01-28 12:13:13,296] [INFO] {'msgtype': 'news', 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545742', 'description': '2017-01-28 12:13:12\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.106 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.106 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545742', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545742/'}]}, 'agentid': 1, 'toparty': 4}
[2017-01-28 12:13:14,267] [INFO] {'msgtype': 'news', 'toparty': 2, 'agentid': 1, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/', 'title': '您有新的报警', 'description': '2017-01-28 12:13:13\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545743'}]}}
[2017-01-28 12:13:15,150] [INFO] {'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743', 'description': '2017-01-28 12:13:14\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545743', 'title': '您有新的报警'}]}, 'msgtype': 'news', 'agentid': 1, 'toparty': 3}
[2017-01-28 12:13:16,201] [INFO] {'toparty': 3, 'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545743/', 'description': '2017-01-28 12:13:15\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545743', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545743'}]}, 'msgtype': 'news', 'agentid': 1}
[2017-01-28 12:13:17,221] [INFO] {'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545744/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545744', 'description': '2017-01-28 12:13:16\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.107 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.107 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545744'}]}, 'agentid': 1, 'toparty': 2}
[2017-01-28 12:13:18,113] [INFO] {'toparty': 4, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545744/', 'description': '2017-01-28 12:13:17\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.107 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.107 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545744', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545744'}]}, 'msgtype': 'news', 'agentid': 1}
[2017-01-28 12:13:49,036] [INFO] {'msgtype': 'news', 'agentid': 1, 'toparty': 2, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545745/', 'title': '您有新的报警', 'description': '2017-01-28 12:13:48\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.108 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.108 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545745', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545745'}]}}
[2017-01-28 12:13:49,951] [INFO] {'toparty': 4, 'msgtype': 'news', 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545745/', 'title': '您有新的报警', 'description': '2017-01-28 12:13:49\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.108 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.108 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545745', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545745'}]}, 'agentid': 1}
[2017-01-28 12:13:50,851] [INFO] {'toparty': 2, 'agentid': 1, 'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 12:13:50\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.101 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.101 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545735', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545735/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545735'}]}}
[2017-01-28 12:13:51,746] [INFO] {'toparty': 4, 'agentid': 1, 'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545735', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545735/', 'description': '2017-01-28 12:13:51\n恢复信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.101 hadoop_data\r\n触发器状态:  OK\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.101 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 0\r\n事件ID       :  545735'}]}, 'msgtype': 'news'}
[2017-01-28 15:25:54,137] [INFO] {'toparty': 2, 'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545775', 'description': '2017-01-28 15:25:53\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.101 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.101 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545775', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545775/', 'title': '您有新的报警'}]}}
[2017-01-28 15:25:55,051] [INFO] {'msgtype': 'news', 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545775', 'description': '2017-01-28 15:25:54\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.101 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.101 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545775', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545775/', 'title': '您有新的报警'}]}, 'agentid': 1, 'toparty': 4}
[2017-01-28 15:37:26,023] [INFO] {'agentid': 1, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545776', 'description': '2017-01-28 15:37:25\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.81 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.81 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545776', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545776/', 'title': '您有新的报警'}]}, 'toparty': 2, 'msgtype': 'news'}
[2017-01-28 15:37:26,877] [INFO] {'news': {'articles': [{'description': '2017-01-28 15:37:26\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.81 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.81 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545776', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545776', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545776/'}]}, 'toparty': 4, 'msgtype': 'news', 'agentid': 1}
